oute,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Pigpen's Arete","The 8B Boulder > Gandalf's Gorge > Aspen Trail Boulders > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/108878486/pigpens-arete,3.0,-1,Boulder,V2-3,1,,32.42506,-110.75318
"Point of Palo Verde","UFO Boulders > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/109221354/point-of-palo-verde,3.0,-1,Boulder,V2,1,18,33.74158,-112.17486
"The Great Gundown","Widow Maker wall > The Workshop and Widow Maker Walls > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110344795/the-great-gundown,3.0,-1,Boulder,V1-2,1,18,35.1134,-111.5806
"Gollum's Roof","Gollum's > Gandalf's Gorge > Aspen Trail Boulders > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/108878311/gollums-roof,3.0,-1,Boulder,V7-8,1,,32.42506,-110.75318
"Sloping V","UFO Boulders > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/109213650/sloping-v,3.0,-1,Boulder,V7-8,1,10,33.74158,-112.17486
"The White Knight","Thor's Chasm > Watson Lake Bouldering > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/110476049/the-white-knight,3.0,-1,Boulder,V4,1,25,34.59503,-112.4187
"Farmboy Dyno","Donkey Punch Area > East Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106553646/farmboy-dyno,3.0,-1,Boulder,V9,1,15,35.0655,-111.6959
"Wooglin's Revenge","Zschiesche Boulder > 5 - Windy Ridge > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106567079/wooglins-revenge,3.0,-1,Boulder,V4,1,,32.3751,-110.70681
"The Yamaka","Upper Skyline > Skyline Boulders > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/108687687/the-yamaka,3.0,-1,Boulder,V4,1,15,35.22959,-111.60593
Probed,"UFO Boulders > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/109293126/probed,3.0,-1,Boulder,V6-7,1,12,33.74158,-112.17486
"Committed Too","Beer Bong Boulder > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/109197430/committed-too,3.0,-1,Boulder,"V2 R",1,15,33.7416,-112.17519
"Ball Cupper","South Cluster > Silverbell Boulders - Closed to all > Tucson Area Bouldering > Southern Arizona > Arizona",https://www.mountainproject.com/route/106749772/ball-cupper,3.0,-1,Boulder,V6,1,13,32.3947,-111.14381
"Hidden Traverse","Gate's Pass > Tucson Area Bouldering > Southern Arizona > Arizona",https://www.mountainproject.com/route/107103133/hidden-traverse,3.0,-1,Boulder,"V3-4 PG13",1,10,32.21669,-111.11127
"Spaceship Stairs","UFO Boulders > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/109405139/spaceship-stairs,3.0,-1,Boulder,V3,1,13,33.74158,-112.17486
"Dark Obsessions","F. The Booze Pig Wall West > The Drysdale Trail > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110320165/dark-obsessions,3.0,-1,Boulder,V2-3,1,20,35.11343,-111.58104
"Flying Hummingbird","Beer Bong Boulder > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/109138312/flying-hummingbird,3.0,-1,Boulder,V3,1,22,33.7416,-112.17519
"Back Ally","Joel's House > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/109717707/back-ally,3.0,-1,Boulder,"V3 PG13",1,18,33.7438,-112.17553
Project,"The Slate Boulder > Aspen Trail Boulders > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/108872692/project,3.0,-1,Boulder,V10+,1,,32.43506,-110.74318
"Little Green Men","UFO Boulders > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/109255839/little-green-men,3.0,-1,Boulder,V5,1,8,33.74158,-112.17486
"Manual Buck","Skyline > Skyline Boulders > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/108648095/manual-buck,3.0,-1,Boulder,V7,1,15,35.22849,-111.60623
"Corridor Traverse","The Corridor Boulders > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/109047875/corridor-traverse,3.0,-1,Boulder,V4,1,25,33.74179,-112.17491
"Walking The Rail","E. The Railroad Wall > The Drysdale Trail > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110318844/walking-the-rail,3.0,-1,Boulder,V2-3,1,15,35.11429,-111.58357
"The Clap","Poor Decisions > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/109111706/the-clap,3.0,-1,Boulder,V5,1,30,33.74009,-112.17517
"Right Ally","Joel's House > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/109717829/right-ally,3.0,-1,Boulder,"V2 PG13",1,18,33.7438,-112.17553
Bender,"Poor Decisions > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/109111730/bender,3.0,-1,Boulder,V7,1,18,33.74009,-112.17517
"One Night Stand","Poor Decisions > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/109109238/one-night-stand,3.0,-1,Boulder,"V7 PG13",1,14,33.74009,-112.17517
"Hidden Agenda","The Hidden Wall > The Stone Cove > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110335235/hidden-agenda,3.0,-1,Boulder,V0+,1,12,35.1022,-111.55606
"Gluten Free","Gluten Free Area > Freidlein Prairie > San Francisco Peak's > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106799751/gluten-free,3.0,-1,Boulder,V11,1,12,35.29708,-111.65141
Visitors...,"Vector Arena > Oak Flats > Queen Creek Canyon > Central Arizona > Arizona",https://www.mountainproject.com/route/108001337/visitors,3.0,-1,Boulder,V4,1,12,33.3022,-111.0534
Squirt,"The Kingdom > East Mogollon Rim > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107823987/squirt,3.0,-1,Boulder,V2,1,,34.5504,-111.231
"Pinched Corridor","The Corridor Boulders > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/109047901/pinched-corridor,3.0,-1,Boulder,V3,1,15,33.74179,-112.17491
"Hepatitis A","Poor Decisions > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/109103259/hepatitis-a,3.0,-1,Boulder,"V5-6 PG13",1,15,33.74009,-112.17517
"Finn It","Adventure Time Boulder > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/107944808/finn-it,3.0,-1,Boulder,V2,1,12,33.74375,-112.17333
"Brown Strain","The Block > Lakeview Campground > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/108757119/brown-strain,3.0,-1,Boulder,V3,1,10,35.0678,-111.4967
"The Quest","Adventure Time Boulder > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/107944816/the-quest,3.0,-1,Boulder,V4,1,20,33.74375,-112.17333
"Feet...What Feat?","The Block > Lakeview Campground > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/108757405/feetwhat-feat,3.0,-1,Boulder,V3,1,9,35.0678,-111.4967
Emerge,"Den Boulder > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/107928310/emerge,3.0,-1,Boulder,V2-3,1,10,33.74143,-112.1726
"The Steeple","The Kingdom > East Mogollon Rim > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107824065/the-steeple,3.0,-1,Boulder,V2,1,,34.5504,-111.231
"Morphine for Breakfast","Water Front Area > West Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107703319/morphine-for-breakfast,3.0,-1,Boulder,"V3+ R",1,20,35.0661,-111.6999
"Turtle paws","The Kingdom > East Mogollon Rim > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107824042/turtle-paws,3.0,-1,Boulder,V4-,1,,34.5504,-111.231
"Eagle Nest","The Block > Lakeview Campground > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/108757428/eagle-nest,3.0,-1,Boulder,V2,1,16,35.0678,-111.4967
"Hitchhikin' to Heaven","Blue Marble Wall > East Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107841605/hitchhikin-to-heaven,3.0,-1,Boulder,"V5-6 R",1,20,35.0655,-111.6959
"Tea-I-Wanna Toliet","The Block > Lakeview Campground > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/108757274/tea-i-wanna-toliet,3.0,-1,Boulder,V3,1,9,35.0678,-111.4967
"Exit Strategy","West Elden > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106770723/exit-strategy,3.0,-1,Boulder,V10,1,18,35.25598,-111.62377
"You know Steve McKenna?","Three Sheets Boulder > 3 - Windy Point East > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/107879079/you-know-steve-mckenna,3.0,-1,Boulder,V1,1,12,32.36712,-110.71485
"The Groover","Gym Wall > West Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107703373/the-groover,3.0,-1,Boulder,V2-3,1,15,35.0661,-111.6999
"Not Guilty","Eagletail Boulders > Eagletail Mountains > Central Arizona > Arizona",https://www.mountainproject.com/route/108098152/not-guilty,3.0,-1,Boulder,V3,1,10,33.4314,-112.0715
"Unknown (Right Face)","Unknown (Toad Dynasty Boulder) > Wolf Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/107894921/unknown-right-face,3.0,-1,Boulder,V1+,1,15,34.45755,-112.44839
"azagthoth's lair","Oak Flat Bouldering > Queen Creek Canyon > Central Arizona > Arizona",https://www.mountainproject.com/route/106825862/azagthoths-lair,3.0,-1,Boulder,V8,1,10,33.30561,-111.07634
"Penny Pocket","An Undercling Thing / Burger King Boulder > Gloria's > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106148078/penny-pocket,2.8,-1,Boulder,V2,1,18,35.232,-111.6245
"Upper Tanker","Donkey Punch Area > East Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106415380/upper-tanker,3.0,-1,Boulder,V5,1,16,35.0655,-111.6959
"Uncertainty Principle","Uncertainty Boulder > The Sanctuary > Tucson Area Bouldering > Southern Arizona > Arizona",https://www.mountainproject.com/route/107557708/uncertainty-principle,3.0,-1,Boulder,V4,1,15,32.3497,-111.149
"Rose Canyon Slab","boulder A > Rose Canyon Entrance Boulders > 6 - Mid-Mountain > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106721351/rose-canyon-slab,3.0,-1,Boulder,V5,1,15,32.3973,-110.6911
"Gone Fishin","The Cove Wall > The Stone Cove > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107075542/gone-fishin,3.0,-1,Boulder,V2,1,16,35.1015,-111.55613
"Unknown Left","South Cleft? > East Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107111181/unknown-left,3.0,-1,Boulder,V1,1,12,35.0655,-111.6959
"Long Traverse Variation","Lower Boulders > Silverbell Boulders - Closed to all > Tucson Area Bouldering > Southern Arizona > Arizona",https://www.mountainproject.com/route/106560622/long-traverse-variation,3.0,-1,Boulder,V7-8,1,30,32.39555,-111.14394
"Anchors Away Variation","The Anchor > The Stone Cove > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107075322/anchors-away-variation,3.0,-1,Boulder,V1+,1,15,35.10185,-111.55631
"Two Black Aretes","Fair Oaks Boulders > Outlying  Areas > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/106654908/two-black-aretes,3.0,-1,Boulder,V4,1,15,34.73284,-112.66631
"Oddball Mayo F*ck","A Moody Balld F*ck > Hairpin Boulders > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106620340/oddball-mayo-fck,3.0,-1,Boulder,V6,1,,32.31457,-110.74273
"Breakfast in Hell","Unsung Wall > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106063079/breakfast-in-hell,3.0,-1,Boulder,"V3-4 PG13",1,20,35.1134,-111.5806
"Problem B","Zschiesche Boulder > 5 - Windy Ridge > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106570475/problem-b,3.0,-1,Boulder,V3,1,,32.3751,-110.70681
"Dry Rain","boulder D > Rose Canyon Entrance Boulders > 6 - Mid-Mountain > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106567248/dry-rain,3.0,-1,Boulder,V9,1,10,32.3973,-110.6911
Unhinged,"Fair Oaks Boulders > Outlying  Areas > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/106654895/unhinged,3.0,-1,Boulder,V3,1,,34.73284,-112.66631
"Triangle Pinch","South Cluster > Silverbell Boulders - Closed to all > Tucson Area Bouldering > Southern Arizona > Arizona",https://www.mountainproject.com/route/106749779/triangle-pinch,3.0,-1,Boulder,"V3 PG13",1,12,32.3947,-111.14381
"Cosmic Ray","HayStack Boulder > Wolf Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/106387468/cosmic-ray,3.0,-1,Boulder,"5.9 V0-",1,20,34.45755,-112.44839
"Jug Hauler","Boulder H > Rose Canyon Entrance Boulders > 6 - Mid-Mountain > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106571716/jug-hauler,3.0,-1,Boulder,V6,1,12,32.3973,-110.6911
"South Side Mantle","boulder E > Rose Canyon Entrance Boulders > 6 - Mid-Mountain > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106553999/south-side-mantle,3.0,-1,Boulder,V3,1,,32.3973,-110.6911
Ono,"Boulder G > Rose Canyon Entrance Boulders > 6 - Mid-Mountain > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106553986/ono,3.0,-1,Boulder,V3,1,,32.3973,-110.6911
"Burn Notice Sit","Burn Boulder > Peanut Boulders > 2 - Bear Canyon > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106277053/burn-notice-sit,3.0,-1,Boulder,V3,1,8,32.3783,-110.689
"Bald Ambition","Ambition Boulder > Peanut Boulders > 2 - Bear Canyon > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106277076/bald-ambition,3.0,-1,Boulder,V3,1,10,32.3783,-110.689
"Pricker bush","Salome > Central Arizona > Arizona",https://www.mountainproject.com/route/117967285/pricker-bush,3.0,-1,Boulder,V1,1,20,33.8501,-113.68748
"La Catrina","River Boulder > Aspen Trail Boulders > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/118133870/la-catrina,3.0,-1,Boulder,V11-12,1,25,32.42705,-110.75445
Moonlighting,"Moonstone, Leg Lock Rock, Bolt Rock Area > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/110613257/moonlighting,2.6,-1,Boulder,V6-7,1,10,34.46766,-112.43789
"Pocket Problem","Mars Attacks Boulder > The Anvil Boulders > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106595843/pocket-problem,2.6,-1,Boulder,V1,1,12,34.87173,-111.75336
"Helen Lieback","The Island (Facelift Area) > Satellite Areas > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/107895696/helen-lieback,2.3,-1,Boulder,V0,1,10,34.46593,-112.43992
"Big Ed's Flying Saucer","Floor Pie Roof / Flying Saucer > Priest Draw > Priest Draw > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106134362/big-eds-flying-saucer,1.9,-1,Boulder,V4,1,8,35.0819,-111.601
