oute,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Fatima's,"Nail up Rock > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/116603384/fatimas,3.0,-1,Boulder,V7,1,12,34.46757,-112.43804
"Bill’s Problem","Beardsley Boulders > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/113913523/bills-problem,3.0,-1,Boulder,V6-,1,12,33.68234,-112.04284
"Signature Trim","The Yard > Slavin Gultch > West Stronghold Bouldering > West Stronghold > Cochise Stronghold > Southern Arizona > Arizona",https://www.mountainproject.com/route/116183852/signature-trim,3.0,-1,Boulder,V1,1,,31.88108,-110.02676
"Frictionless Sex Drive (Stand)","Frictionless Sex Drive > Western Front > West Stronghold Bouldering > West Stronghold > Cochise Stronghold > Southern Arizona > Arizona",https://www.mountainproject.com/route/116549259/frictionless-sex-drive-stand,3.0,-1,Boulder,V7,1,14,31.90056,-110.03283
"The Black Pearl","Delusions of Grandeur Boulder > Equestrian Area > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/116209751/the-black-pearl,3.0,-1,Boulder,V3,1,,33.34308,-112.01062
Pogo-a-Go-Go,"The Painted Lady > Slavin Gultch > West Stronghold Bouldering > West Stronghold > Cochise Stronghold > Southern Arizona > Arizona",https://www.mountainproject.com/route/116183811/pogo-a-go-go,3.0,-1,Boulder,V4,1,17,31.87672,-110.02736
"Weapons Grade","The Wave Area > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/112308782/weapons-grade,3.0,-1,Boulder,V10-11,1,10,34.46757,-112.43804
Project,"West Sanctuary > Tucson Area Bouldering > Southern Arizona > Arizona",https://www.mountainproject.com/route/114320416/project,3.0,-1,Boulder,"V8-9 PG13",1,20,32.34923,-111.1653
Onyx,"Tasty Pancho > First Gully Boulders > San Francisco Peak's > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/115170445/onyx,3.0,-1,Boulder,V8,1,35,35.30312,-111.70367
"Cornerless Baggie","Gerdame/Alien Baby Boulder > The Anvil Boulders > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106580740/cornerless-baggie,3.0,-1,Boulder,V4-5,1,75,34.87231,-111.75381
"Red Velvet","West Sanctuary > Tucson Area Bouldering > Southern Arizona > Arizona",https://www.mountainproject.com/route/114094588/red-velvet,3.0,-1,Boulder,V3,1,13,32.34923,-111.1653
"Fuzzy Tounge","Peanut Area > Gloria's > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106659066/fuzzy-tounge,3.0,-1,Boulder,"V4 X",1,35,35.232,-111.6245
"Huecos of Destiny","White Rock Canyon Trail > Ringbolt Hot Springs and White Rock Canyon > Kingman Area > Northern Arizona > Arizona",https://www.mountainproject.com/route/114340324/huecos-of-destiny,3.0,-1,Boulder,V0,1,25,35.96936,-114.72225
"Dirty Dancing","DWS East Side > DWS East Clear Creek > East Clear Creek > Winslow- Hwy’s 87 & 99 Corridors > Northern Arizona > Arizona",https://www.mountainproject.com/route/106973877/dirty-dancing,3.0,-1,Boulder,V5,1,30,34.95661,-110.65823
Pakalolo,"The Forest > Cataract Boulders > 2 - Bear Canyon > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/117281350/pakalolo,3.0,-1,Boulder,"V2 PG13",1,20,32.36121,-110.71645
Jonah,"The Jungle > Cataract Boulders > 2 - Bear Canyon > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/117329060/jonah,3.0,-1,Boulder,V4,1,12,32.361,-110.71635
"Captain ZigZag","The Forest > Cataract Boulders > 2 - Bear Canyon > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/117281459/captain-zigzag,3.0,-1,Boulder,"V2 PG13",1,20,32.36121,-110.71645
1.,"Warmup Slab Boulder Area > The Anvil Boulders > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/109045435/1,3.0,-1,Boulder,V2-3,1,,34.87279,-111.7536
"Pussy Lip","Another Roadside Attraction Area > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/112392023/pussy-lip,3.0,-1,Boulder,V4,1,15,34.46863,-112.43852
"Locked and Loaded","Africa Boulder > Pima Canyon Area > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/106673496/locked-and-loaded,2.6,-1,Boulder,"V4 PG13",1,,33.35637,-112.01206
"Ice Nine","Ice Nine > Skyline Boulders > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/108648082/ice-nine,3.0,-1,Boulder,V9,1,12,35.24033,-111.62583
Bones,"Crossbones Boulder > Rappel Rock > Summit Bouldering > 8 - Summit Crags > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/114981528/bones,3.0,-1,Boulder,V5-6,1,18,32.43476,-110.79494
"Classic face problem (Nature trail boulder)","Cochise Stronghold Campground and ""Cochise Trail""  Boulders > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona",https://www.mountainproject.com/route/106396985/classic-face-problem-nature-trail-boulder,2.8,-1,Boulder,V1,1,10,31.92221,-109.96791
"Leaning Crack V4 - Bathroom/Main Area","Cochise Stronghold Campground and ""Cochise Trail""  Boulders > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona",https://www.mountainproject.com/route/106381867/leaning-crack-v4-bathroommain-area,2.5,-1,Boulder,V4,1,18,31.92221,-109.96791
"Slapping the midnight whale","The Canyon Area > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/112562783/slapping-the-midnight-whale,3.0,-1,Boulder,V0+,1,10,34.47058,-112.43789
"Bear Down","The 8B Boulder > Gandalf's Gorge > Aspen Trail Boulders > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/108878496/bear-down,3.0,-1,Boulder,V10-11,1,,32.42506,-110.75318
"Arete problem","East Elden (Below Lost Elden) > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107853334/arete-problem,3.0,-1,Boulder,V4-5,1,15,35.24711,-111.6067
"Eye of the Cyclops","Nail up Rock > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/112398096/eye-of-the-cyclops,3.0,-1,Boulder,V0+,1,15,34.46757,-112.43804
"Weapon of Choice","The Gun Locker > East Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/109448362/weapon-of-choice,3.0,-1,"TR, Boulder","V8-9 PG13",1,21,35.06667,-111.69286
"Double D","Atlantis > Oak Flats > Queen Creek Canyon > Central Arizona > Arizona",https://www.mountainproject.com/route/106959101/double-d,3.0,-1,Boulder,V8,1,15,33.3023,-111.0561
"Air Leeches","World Boulder > Pima Canyon Area > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/106673527/air-leeches,3.0,-1,"TR, Boulder",V4,1,,33.35722,-112.01162
"Pink Puff","The BreezeBlocks > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/111491756/pink-puff,3.0,-1,Boulder,V3,1,15,34.87618,-111.72299
"Left handed sorcery","Molino Basin Boulders > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/108311562/left-handed-sorcery,3.0,-1,Boulder,V5,1,12,32.33746,-110.69046
Mainline,"Viet Springs > San Francisco Peak's > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107021090/mainline,3.0,-1,Boulder,V5-6,1,15,35.30682,-111.71292
"The Arrowhead","Creek Overhang > Gandalf's Gorge > Aspen Trail Boulders > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/112390021/the-arrowhead,3.0,-1,Boulder,V3+,1,12,32.42506,-110.75318
"Fire Proof Pickle Suit","Blue Marble Wall > East Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/111400394/fire-proof-pickle-suit,3.0,-1,Boulder,"V3-4 R",1,23,35.0655,-111.6959
"Art Isn't Real","Ronald's Chasm > Aspen Trail Boulders > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/111844103/art-isnt-real,3.0,-1,Boulder,V7,1,18,32.42703,-110.75389
"Jump Back Classic","The Back Porch slabs and Jump Back Rock > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/110493788/jump-back-classic,3.0,-1,Boulder,V1-,1,,34.46739,-112.43819
Hell-raiser,"The Whole World Area > Satellite Areas > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/108534155/hell-raiser,3.0,-1,Boulder,V1,1,10,34.46648,-112.44063
"Air Pollution","Another Roadside Attraction Area > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/110501835/air-pollution,3.0,-1,Boulder,V0+,1,15,34.46863,-112.43852
"Empty as a Pocket","G. The Booze Pig Wall > The Drysdale Trail > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110413988/empty-as-a-pocket,3.0,-1,Boulder,V5,1,15,35.11339,-111.58081
"Red Ruby","The Big Roof > Pima Canyon Area > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/107456304/red-ruby,3.0,-1,Boulder,V4,1,8,33.35769,-112.01084
"Arete Problem","First Area > Grasshopper Point Boulders > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106644154/arete-problem,3.0,-1,Boulder,V4,1,16,34.88725,-111.7311
"Stretcher Traverse","Sunny Perch > Skyline Boulders > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/108665923/stretcher-traverse,3.0,-1,Boulder,V7,1,20,35.22846,-111.60908
"Bulging Briefs","*Perfect Day Wall > The Drysdale Trail > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/111941924/bulging-briefs,3.0,-1,Boulder,V2,1,12,35.11866,-111.58597
"The Electric Grandmother","The Mushroom Boulder > West Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107703437/the-electric-grandmother,3.0,-1,Boulder,V4-5,1,20,35.0661,-111.6999
"Slot Machine","*Perfect Day Wall > The Drysdale Trail > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/111941931/slot-machine,3.0,-1,Boulder,V1,1,12,35.11866,-111.58597
Saddlehorn,"Saddle Boulders > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/109461124/saddlehorn,3.0,-1,Boulder,"V2-3 PG13",1,25,33.74111,-112.17375
"Virginia Beach","Sunny Perch > Skyline Boulders > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/108687612/virginia-beach,3.0,-1,Boulder,V2,1,15,35.22846,-111.60908
"Run for the Hills?","The Warm-Up Wall > East Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106208950/run-for-the-hills,3.0,-1,Boulder,"5.9 V2 X",1,35,35.0655,-111.6959
"Top Heavy","Blue Marble Wall > East Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110293720/top-heavy,3.0,-1,Boulder,"V3 R",1,20,35.0655,-111.6959
"Steel Vibrations","F. The Booze Pig Wall West > The Drysdale Trail > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110319062/steel-vibrations,3.0,-1,Boulder,V1,1,12,35.11343,-111.58104
"White Chocolate","Milla Vanilla Boulder > La Milagrosa Canyon > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/105900774/white-chocolate,3.0,-1,Boulder,V3-4,1,15,32.29998,-110.70997
"Gateway Drug Lords","A. The Gateway Wall > The Drysdale Trail > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110316679/gateway-drug-lords,3.0,-1,Boulder,V3,1,21,35.1158,-111.5868
"The Man of Steel","F. The Booze Pig Wall West > The Drysdale Trail > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110319079/the-man-of-steel,3.0,-1,Boulder,V2-3,1,12,35.11343,-111.58104
"Flying Sauser","UFO Boulders > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/109405105/flying-sauser,3.0,-1,Boulder,"V5 PG13",1,12,33.74158,-112.17486
"A Faint Future","A. The Gateway Wall > The Drysdale Trail > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110316699/a-faint-future,3.0,-1,Boulder,V2-3,1,20,35.1158,-111.5868
"The Rusty Spike","E. The Railroad Wall > The Drysdale Trail > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110318821/the-rusty-spike,3.0,-1,Boulder,V1-2,1,15,35.11429,-111.58357
"Melting Point","F. The Booze Pig Wall West > The Drysdale Trail > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110319075/melting-point,3.0,-1,Boulder,V2,1,12,35.11343,-111.58104
"Super Groovy","F. The Booze Pig Wall West > The Drysdale Trail > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110319085/super-groovy,3.0,-1,Boulder,V2,1,12,35.11343,-111.58104
"Hot Rail","E. The Railroad Wall > The Drysdale Trail > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110318827/hot-rail,3.0,-1,Boulder,V1,1,15,35.11429,-111.58357
"White Line","E. The Railroad Wall > The Drysdale Trail > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110317107/white-line,3.0,-1,Boulder,V2-3,1,15,35.11429,-111.58357
"Center Shelf","E. The Railroad Wall > The Drysdale Trail > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110317091/center-shelf,3.0,-1,Boulder,V1-2,1,15,35.11429,-111.58357
"RRMFP (Ray Ringle Memorial Face Problem)","RRMFP Complex > The Sanctuary > Tucson Area Bouldering > Southern Arizona > Arizona",https://www.mountainproject.com/route/107557624/rrmfp-ray-ringle-memorial-face-problem,3.0,-1,Boulder,V4,1,15,32.3497,-111.149
"Kick Boxer","Kick Boxer Roof > Howard Draw > Priest Draw > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107428036/kick-boxer,3.0,-1,Boulder,"V4 PG13",1,15,35.0816,-111.5995
"Exit Stage Right","Basement Wall > Hassayampa Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/107892361/exit-stage-right,3.0,-1,Boulder,V3,1,15,34.4515,-112.4744
"The Extreme Problem","Donkey Punch Area > East Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106272710/the-extreme-problem,2.6,-1,Boulder,V4,1,15,35.0655,-111.6959
"Aping the index","Sunset Drop > 3 - Windy Point East > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/107870211/aping-the-index,3.0,-1,Boulder,V2-3,1,12,32.36712,-110.71485
"Unnamed Prow","Viet Springs > San Francisco Peak's > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107206227/unnamed-prow,3.0,-1,Boulder,V6,1,15,35.30682,-111.71292
"I can haz Cheez-its","Sunset Drop > 3 - Windy Point East > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/107870193/i-can-haz-cheez-its,3.0,-1,Boulder,V2,1,12,32.36712,-110.71485
"On Wisconsin","Wisconsin Wall > East Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107111142/on-wisconsin,3.0,-1,Boulder,V2-3,1,15,35.0655,-111.6959
"The General","Lizard Boulders > 5 - Windy Ridge > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106982194/the-general,3.0,-1,Boulder,V2,1,12,32.3751,-110.70681
"Half Traverse","Arkansas & Traverse Wall > East Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106328253/half-traverse,2.6,-1,Boulder,V4,1,15,35.0655,-111.6959
"Hide and Seek","The Hidden Wall > The Stone Cove > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107075364/hide-and-seek,3.0,-1,Boulder,V4,1,12,35.1022,-111.55606
"Fair Trade","Split Boulder > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona",https://www.mountainproject.com/route/106934787/fair-trade,3.0,-1,Boulder,V3,1,20,32.3435,-111.1586
Gastoseam,"Boulder C > Rose Canyon Entrance Boulders > 6 - Mid-Mountain > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106552267/gastoseam,3.0,-1,Boulder,V8,1,10,32.3973,-110.6911
Slackline,"Solitude Canyon > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106174759/slackline,3.0,-1,Boulder,"V3+ PG13",1,25,35.23975,-111.61935
Slingshot,"HayStack Boulder > Wolf Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/106387506/slingshot,3.0,-1,Boulder,V1,1,20,34.45755,-112.44839
"Brush Monkey","Brush Monkey Boulders > Copper Basin / Thumb Butte Loop > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/114270357/brush-monkey,3.0,-1,Boulder,V4,1,22,34.48828,-112.55576
"Double Clutch","Beardsley Boulders > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/111161447/double-clutch,2.7,-1,Boulder,V2,1,10,33.68234,-112.04284
"The Widow Maker","Widow Maker wall > The Workshop and Widow Maker Walls > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110344972/the-widow-maker,3.0,-1,Boulder,V6,1,18,35.1134,-111.5806
"Way of the Warrior","Lizard Tail Mesa > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/117859033/way-of-the-warrior,3.0,-1,Boulder,"V3 PG13",1,,34.87943,-111.81176
"Guided by Voices","The Heart > Western Front > West Stronghold Bouldering > West Stronghold > Cochise Stronghold > Southern Arizona > Arizona",https://www.mountainproject.com/route/116551448/guided-by-voices,3.0,-1,Boulder,"V4 X",1,35,31.90042,-110.03317
"Arête Problem","Buffalo Park > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116811899/arete-problem,3.0,-1,Boulder,V0-1,1,15,35.2191,-111.6287
"Scary Larry","Free Willy/Lazer Cut Boulder > The Anvil Boulders > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116169976/scary-larry,3.0,-1,Boulder,V8-9,1,,34.87282,-111.75338
"Cock & Bull","Ridge Top Boulders > Copper Basin / Thumb Butte Loop > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/114233728/cock-bull,3.0,-1,Boulder,V4,1,15,34.49366,-112.55517
"Two trailer park girls","Beardsley Boulders > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/116550388/two-trailer-park-girls,3.0,-1,Boulder,"V1+ PG13",1,,33.68234,-112.04284
"Grit Yer Teeth","Woodruff > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116828852/grit-yer-teeth,3.0,-1,Boulder,V8,1,,34.74062,-110.01709
"Wanting a Hula Hoop, Hammer & a Beer","Super Crack Tower > Midgley Bridge Area > Sedona > Sedona Area > Northern Arizona > Arizona",https://www.mountainproject.com/route/107007086/wanting-a-hula-hoop-hammer-a-beer,3.0,-1,"Trad, Sport, Boulder","5.9 V2",1,40,34.9033,-111.748
"Poison Arrow Sit","Goldwater Lake > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/116644812/poison-arrow-sit,3.0,-1,Boulder,V9,1,15,34.49688,-112.44582
"Out of Africa","Africa Boulder > Pima Canyon Area > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/106673500/out-of-africa,2.7,-1,Boulder,V4,1,,33.35637,-112.01206
"Lerner Problem aka White Pastafarian","Bikini Wall > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/114221454/lerner-problem-aka-white-pastafarian,3.0,-1,Boulder,V13,1,,34.88972,-111.73329
"Eating Soap","Red Bull and Bananas Boulder > Equestrian Area > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/116815492/eating-soap,3.0,-1,Boulder,V6,1,,33.34109,-112.01886
"Two rounds","Davey Jones Locker > Oak Flats > Queen Creek Canyon > Central Arizona > Arizona",https://www.mountainproject.com/route/117095830/two-rounds,3.0,-1,Boulder,V2-,1,20,33.3026,-111.0546
"This Old Lady","45 Degree Wall > Entrance Boulders > Wilderness of Rocks > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/117770345/this-old-lady,3.0,-1,Boulder,V6,1,20,32.43235,-110.77506
Scarface,"Africa Boulder > Pima Canyon Area > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/114399624/scarface,3.0,-1,Boulder,V11,1,,33.35637,-112.01206
"Flaming Testicle, Left","Western Bouldering Area > Camelback Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/110588813/flaming-testicle-left,2.8,-1,Boulder,V2,1,11,33.52083,-111.97165
"Jason's Problem","Bikini Wall > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/114221323/jasons-problem,3.0,-1,Boulder,V9,1,,34.88972,-111.73329
"Picture Perfect","Woodruff > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116828826/picture-perfect,3.0,-1,Boulder,V0,1,,34.74062,-110.01709
"Lucky Lizard","DWS East Side > DWS East Clear Creek > East Clear Creek > Winslow- Hwy’s 87 & 99 Corridors > Northern Arizona > Arizona",https://www.mountainproject.com/route/114477373/lucky-lizard,3.0,-1,Boulder,V1+,1,25,34.95661,-110.65823
"Campsite V3","Campsite Boulder > Sweet Rock > West Stronghold Bouldering > West Stronghold > Cochise Stronghold > Southern Arizona > Arizona",https://www.mountainproject.com/route/116787501/campsite-v3,3.0,-1,Boulder,V3,1,14,31.8744,-110.02196
"Pencil Thin, Right Arete","Beardsley Boulders > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/107406012/pencil-thin-right-arete,2.4,-1,Boulder,V4,1,14,33.68234,-112.04284
"Built for Comfort","Frictionless Sex Drive > Western Front > West Stronghold Bouldering > West Stronghold > Cochise Stronghold > Southern Arizona > Arizona",https://www.mountainproject.com/route/116550761/built-for-comfort,3.0,-1,Boulder,"V1- PG13",1,,31.90056,-110.03283
"Series 4 De-Atomizer","Woodruff > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116829162/series-4-de-atomizer,3.0,-1,Boulder,V5,1,,34.74062,-110.01709
"Thin Mints","Petroglyphs > Mint Wash > Granite Mountain > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/116688125/thin-mints,3.0,-1,Boulder,V8,1,20,34.64734,-112.52656
"Tokyo Rose","Bikini Wall > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/114221355/tokyo-rose,3.0,-1,Boulder,V10,1,,34.88972,-111.73329
